ROI,Subject,Effect, LocalizerSize,EffectSize
1,742_FED_20190320b_3T2_PL2017,S, 192,0.423004
1,742_FED_20190320b_3T2_PL2017,N, 192,0.468811
1,746_FED_20190328a_3T2_PL2017,S, 187,0.785337
1,746_FED_20190328a_3T2_PL2017,N, 187,0.857919
1,747_FED_20190328b_3T2_PL2017,S, 123,0.650614
1,747_FED_20190328b_3T2_PL2017,N, 123,0.628241
1,748_FED_20190328c_3T2_PL2017,S, 86,2.401365
1,748_FED_20190328c_3T2_PL2017,N, 86,2.215631
1,749_FED_20190404a_3T2_PL2017,S, 36,1.107381
1,749_FED_20190404a_3T2_PL2017,N, 36,1.821963
1,750_FED_20190404b_3T2_PL2017,S, 115,0.871400
1,750_FED_20190404b_3T2_PL2017,N, 115,1.058285
1,751_FED_20190404c_3T2_PL2017,S, 35,1.041340
1,751_FED_20190404c_3T2_PL2017,N, 35,1.528730
1,752_FED_20190404d_3T2_PL2017,S, 98,1.344397
1,752_FED_20190404d_3T2_PL2017,N, 98,1.385358
1,754_FED_20190405b_3T2_PL2017,S, 128,0.215338
1,754_FED_20190405b_3T2_PL2017,N, 128,0.183843
1,755_FED_20190411a_3T2_PL2017,S, 119,1.266091
1,755_FED_20190411a_3T2_PL2017,N, 119,1.181175
1,756_FED_20190411b_3T2_PL2017,S, 92,2.142814
1,756_FED_20190411b_3T2_PL2017,N, 92,2.458545
1,757_FED_20190411c_3T2_PL2017,S, 63,2.496702
1,757_FED_20190411c_3T2_PL2017,N, 63,2.063290
1,758_FED_20190411d_3T2_PL2017,S, 162,0.829531
1,758_FED_20190411d_3T2_PL2017,N, 162,0.693060
1,753_FED_20190405a_3T2_PL2017,S, 113,0.808067
1,753_FED_20190405a_3T2_PL2017,N, 113,0.718451
1,768_FED_20190517a_3T2_PL2017,S, 107,1.965990
1,768_FED_20190517a_3T2_PL2017,N, 107,1.949668
2,742_FED_20190320b_3T2_PL2017,S, 142,0.278652
2,742_FED_20190320b_3T2_PL2017,N, 142,0.222805
2,746_FED_20190328a_3T2_PL2017,S, 20,0.858613
2,746_FED_20190328a_3T2_PL2017,N, 20,0.755463
2,747_FED_20190328b_3T2_PL2017,S, 17,0.674086
2,747_FED_20190328b_3T2_PL2017,N, 17,0.656827
2,748_FED_20190328c_3T2_PL2017,S, 57,1.495038
2,748_FED_20190328c_3T2_PL2017,N, 57,1.304224
2,749_FED_20190404a_3T2_PL2017,S, 91,2.792009
2,749_FED_20190404a_3T2_PL2017,N, 91,4.173775
2,750_FED_20190404b_3T2_PL2017,S, 68,2.171150
2,750_FED_20190404b_3T2_PL2017,N, 68,2.744067
2,751_FED_20190404c_3T2_PL2017,S, 56,1.350251
2,751_FED_20190404c_3T2_PL2017,N, 56,1.450007
2,752_FED_20190404d_3T2_PL2017,S, 10,0.638315
2,752_FED_20190404d_3T2_PL2017,N, 10,0.690076
2,754_FED_20190405b_3T2_PL2017,S, 117,0.982933
2,754_FED_20190405b_3T2_PL2017,N, 117,1.007795
2,755_FED_20190411a_3T2_PL2017,S, 54,2.235694
2,755_FED_20190411a_3T2_PL2017,N, 54,1.787931
2,756_FED_20190411b_3T2_PL2017,S, 35,0.744206
2,756_FED_20190411b_3T2_PL2017,N, 35,0.555052
2,757_FED_20190411c_3T2_PL2017,S, 37,1.922704
2,757_FED_20190411c_3T2_PL2017,N, 37,1.639261
2,758_FED_20190411d_3T2_PL2017,S, 8,-0.310140
2,758_FED_20190411d_3T2_PL2017,N, 8,-0.374503
2,753_FED_20190405a_3T2_PL2017,S, 45,0.711769
2,753_FED_20190405a_3T2_PL2017,N, 45,0.566546
2,768_FED_20190517a_3T2_PL2017,S, 66,1.654483
2,768_FED_20190517a_3T2_PL2017,N, 66,1.520131
3,742_FED_20190320b_3T2_PL2017,S, 10,0.165237
3,742_FED_20190320b_3T2_PL2017,N, 10,0.333016
3,746_FED_20190328a_3T2_PL2017,S, 77,0.594433
3,746_FED_20190328a_3T2_PL2017,N, 77,0.683643
3,747_FED_20190328b_3T2_PL2017,S, 56,0.108451
3,747_FED_20190328b_3T2_PL2017,N, 56,0.044131
3,748_FED_20190328c_3T2_PL2017,S, 16,0.630342
3,748_FED_20190328c_3T2_PL2017,N, 16,0.581861
3,749_FED_20190404a_3T2_PL2017,S, 43,1.198338
3,749_FED_20190404a_3T2_PL2017,N, 43,2.249869
3,750_FED_20190404b_3T2_PL2017,S, 55,0.824919
3,750_FED_20190404b_3T2_PL2017,N, 55,0.911757
3,751_FED_20190404c_3T2_PL2017,S, 12,1.299662
3,751_FED_20190404c_3T2_PL2017,N, 12,1.444640
3,752_FED_20190404d_3T2_PL2017,S, 25,0.052668
3,752_FED_20190404d_3T2_PL2017,N, 25,0.125221
3,754_FED_20190405b_3T2_PL2017,S, 10,0.041999
3,754_FED_20190405b_3T2_PL2017,N, 10,-0.014614
3,755_FED_20190411a_3T2_PL2017,S, 47,0.929339
3,755_FED_20190411a_3T2_PL2017,N, 47,0.917076
3,756_FED_20190411b_3T2_PL2017,S, 34,1.160604
3,756_FED_20190411b_3T2_PL2017,N, 34,1.097020
3,757_FED_20190411c_3T2_PL2017,S, 29,2.522608
3,757_FED_20190411c_3T2_PL2017,N, 29,2.285880
3,758_FED_20190411d_3T2_PL2017,S, 58,0.941365
3,758_FED_20190411d_3T2_PL2017,N, 58,0.893818
3,753_FED_20190405a_3T2_PL2017,S, 66,1.156429
3,753_FED_20190405a_3T2_PL2017,N, 66,0.495603
3,768_FED_20190517a_3T2_PL2017,S, 0,0.000000
3,768_FED_20190517a_3T2_PL2017,N, 0,0.000000
4,742_FED_20190320b_3T2_PL2017,S, 65,1.033961
4,742_FED_20190320b_3T2_PL2017,N, 65,0.149391
4,746_FED_20190328a_3T2_PL2017,S, 34,2.052887
4,746_FED_20190328a_3T2_PL2017,N, 34,0.810075
4,747_FED_20190328b_3T2_PL2017,S, 60,1.476264
4,747_FED_20190328b_3T2_PL2017,N, 60,0.621404
4,748_FED_20190328c_3T2_PL2017,S, 35,2.010290
4,748_FED_20190328c_3T2_PL2017,N, 35,1.391636
4,749_FED_20190404a_3T2_PL2017,S, 14,0.482741
4,749_FED_20190404a_3T2_PL2017,N, 14,0.867762
4,750_FED_20190404b_3T2_PL2017,S, 35,0.854027
4,750_FED_20190404b_3T2_PL2017,N, 35,0.254335
4,751_FED_20190404c_3T2_PL2017,S, 84,1.370851
4,751_FED_20190404c_3T2_PL2017,N, 84,1.483005
4,752_FED_20190404d_3T2_PL2017,S, 30,1.115581
4,752_FED_20190404d_3T2_PL2017,N, 30,-0.140628
4,754_FED_20190405b_3T2_PL2017,S, 65,0.017335
4,754_FED_20190405b_3T2_PL2017,N, 65,0.746087
4,755_FED_20190411a_3T2_PL2017,S, 71,1.804746
4,755_FED_20190411a_3T2_PL2017,N, 71,1.818011
4,756_FED_20190411b_3T2_PL2017,S, 6,0.275641
4,756_FED_20190411b_3T2_PL2017,N, 6,-0.252132
4,757_FED_20190411c_3T2_PL2017,S, 26,0.771111
4,757_FED_20190411c_3T2_PL2017,N, 26,0.830088
4,758_FED_20190411d_3T2_PL2017,S, 32,1.136909
4,758_FED_20190411d_3T2_PL2017,N, 32,0.854282
4,753_FED_20190405a_3T2_PL2017,S, 62,1.690582
4,753_FED_20190405a_3T2_PL2017,N, 62,0.516640
4,768_FED_20190517a_3T2_PL2017,S, 4,0.597815
4,768_FED_20190517a_3T2_PL2017,N, 4,-0.342477
5,742_FED_20190320b_3T2_PL2017,S, 7,1.062676
5,742_FED_20190320b_3T2_PL2017,N, 7,0.419269
5,746_FED_20190328a_3T2_PL2017,S, 1,-0.015226
5,746_FED_20190328a_3T2_PL2017,N, 1,-1.108688
5,747_FED_20190328b_3T2_PL2017,S, 17,1.961134
5,747_FED_20190328b_3T2_PL2017,N, 17,1.974033
5,748_FED_20190328c_3T2_PL2017,S, 3,2.174804
5,748_FED_20190328c_3T2_PL2017,N, 3,0.606154
5,749_FED_20190404a_3T2_PL2017,S, 1,1.279597
5,749_FED_20190404a_3T2_PL2017,N, 1,0.915251
5,750_FED_20190404b_3T2_PL2017,S, 1,3.745145
5,750_FED_20190404b_3T2_PL2017,N, 1,0.872878
5,751_FED_20190404c_3T2_PL2017,S, 18,1.357581
5,751_FED_20190404c_3T2_PL2017,N, 18,1.214717
5,752_FED_20190404d_3T2_PL2017,S, 1,0.707196
5,752_FED_20190404d_3T2_PL2017,N, 1,-0.149503
5,754_FED_20190405b_3T2_PL2017,S, 6,0.555006
5,754_FED_20190405b_3T2_PL2017,N, 6,0.055094
5,755_FED_20190411a_3T2_PL2017,S, 3,4.566645
5,755_FED_20190411a_3T2_PL2017,N, 3,2.898488
5,756_FED_20190411b_3T2_PL2017,S, 19,0.360330
5,756_FED_20190411b_3T2_PL2017,N, 19,0.232763
5,757_FED_20190411c_3T2_PL2017,S, 1,3.617610
5,757_FED_20190411c_3T2_PL2017,N, 1,2.892746
5,758_FED_20190411d_3T2_PL2017,S, 7,0.888504
5,758_FED_20190411d_3T2_PL2017,N, 7,-0.085405
5,753_FED_20190405a_3T2_PL2017,S, 6,1.476869
5,753_FED_20190405a_3T2_PL2017,N, 6,0.772722
5,768_FED_20190517a_3T2_PL2017,S, 18,2.574889
5,768_FED_20190517a_3T2_PL2017,N, 18,1.047000
6,742_FED_20190320b_3T2_PL2017,S, 21,0.635037
6,742_FED_20190320b_3T2_PL2017,N, 21,0.399823
6,746_FED_20190328a_3T2_PL2017,S, 7,1.573527
6,746_FED_20190328a_3T2_PL2017,N, 7,0.281987
6,747_FED_20190328b_3T2_PL2017,S, 2,0.380791
6,747_FED_20190328b_3T2_PL2017,N, 2,-0.348866
